512,0,0,0,0,0,0,head
522,0,0,0,0,0,0,head
758,0,0,0,0,0,0,head
759,0,0,0,0,0,0,head
759,0,0,0,0,0,0,head
759,0,0,0,0,0,0,head
760,0,0,0,0,0,0,head
760,0,0,0,0,0,0,head
760,0,0,0,0,0,0,head
760,0,0,0,0,0,0,head
760,0,0,0,0,0,0,head
760,0,0,0,0,0,0,head
761,0,0,0,0,0,0,head
761,0,0,0,0,0,0,head
761,0,0,0,0,0,0,head
761,0,0,0,0,0,0,head
762,0,0,0,0,0,0,head
762,0,0,0,0,0,0,head
762,0,0,0,0,0,0,head
762,0,0,0,0,0,0,head
762,0,0,0,0,0,0,head
763,0,0,0,0,0,0,head
763,0,0,0,0,0,0,head
763,0,0,0,0,0,0,head
819,0,0,0,0,0,0,head
819,0,0,0,0,0,0,head
820,0,0,0,0,0,0,head
827,0,0,0,0,0,0,head
827,0,0,0,0,0,0,head
851,0,0,0,0,0,0,head
852,0,0,0,0,0,0,head
852,0,0,0,0,0,0,head
868,0,0,0,0,0,0,head
885,0,0,0,0,0,0,head
885,0,0,0,0,0,0,head
901,0,0,0,0,0,0,head
919,0,0,0,0,0,0,head
920,0,0,0,0,0,0,head
936,0,0,0,0,0,0,head
937,0,0,0,0,0,0,head
953,0,0,0,0,0,0,head
970,0,0,0,0,0,0,head
970,0,0,0,0,0,0,head
999,0,0,0,0,0,0,head
999,0,0,0,0,0,0,head
15,0,0,0,0,0,0,head
16,0,0,0,0,0,0,head
32,0,0,0,0,0,0,head
51,0,0,0,0,0,0,head
52,0,0,0,0,0,0,head
68,0,0,0,0,0,0,head
85,0,0,0,0,0,0,head
85,0,0,0,0,0,0,head
101,0,0,0,0,0,0,head
118,0,0,0,0,0,0,head
118,0,0,0,0,0,0,head
135,0,0,0,0,0,0,head
136,0,0,0,0,0,0,head
152,0,0,0,0,0,0,head
169,0,0,0,0,0,0,head
169,0,0,0,0,0,0,head
185,0,0,0,0,0,0,head
202,0,0,0,0,0,0,head
219,0,0,0,0,0,0,head
219,0,0,0,0,0,0,head
235,0,0,0,0,0,0,head
236,0,0,0,0,0,0,head
252,0,0,0,0,0,0,head
269,0,0,0,0,0,0,head
269,0,0,0,0,0,0,head
286,0,0,0,0,0,0,head
302,0,0,0,0,0,0,head
303,0,0,0,0,0,0,head
319,0,0,0,0,0,0,head
336,0,0,0,0,0,0,head
337,0,0,0,0,0,0,head
353,0,0,0,0,0,0,head
369,0,0,0,0,0,0,head
370,0,0,0,0,0,0,head
386,0,0,0,0,0,0,head
415,0,0,0,0,0,0,head
416,0,0,0,0,0,0,head
416,0,0,0,0,0,0,head
435,0,0,0,0,0,0,head
452,0,0,0,0,0,0,head
452,0,0,0,0,0,0,head
469,0,0,0,0,0,0,head
469,0,0,0,0,0,0,head
485,0,0,0,0,0,0,head
502,0,0,0,0,0,0,head
519,0,0,0,0,0,0,head
519,0,0,0,0,0,0,head
535,0,0,0,0,0,0,head
536,0,0,0,0,0,0,head
552,0,0,0,0,0,0,head
569,0,0,0,0,0,0,head
569,0,0,0,0,0,0,head
585,0,0,0,0,0,0,head
602,0,0,0,0,0,0,head
602,0,0,0,0,0,0,head
619,0,0,0,0,0,0,head
635,0,0,0,0,0,0,head
652,0,0,0,0,0,0,head
652,0,0,0,0,0,0,head
669,0,0,0,0,0,0,head
685,0,0,0,0,0,0,head
686,0,0,0,0,0,0,head
702,0,0,0,0,0,0,head
718,0,0,0,0,0,0,head
719,0,0,0,0,0,0,head
735,0,0,0,0,0,0,head
752,0,0,0,0,0,0,head
752,0,0,0,0,0,0,head
768,0,0,0,0,0,0,head
785,0,0,0,0,0,0,head
785,0,0,0,0,0,0,head
802,0,0,0,0,0,0,head
818,0,0,0,0,0,0,head
819,0,0,0,0,0,0,head
851,0,0,0,0,0,0,head
852,0,0,0,0,0,0,head
852,0,0,0,0,0,0,head
868,0,0,0,0,0,0,head
885,0,0,0,0,0,0,head
885,0,0,0,0,0,0,head
903,0,0,0,0,0,0,head
904,0,0,0,0,0,0,head
921,0,0,0,0,0,0,head
937,0,0,0,0,0,0,head
937,0,0,0,0,0,0,head
954,0,0,0,0,0,0,head
984,0,0,0,0,0,0,head
984,0,0,0,0,0,0,head
984,0,0,0,0,0,0,head
0,0,0,0,0,0,0,head
17,0,0,0,0,0,0,head
18,0,0,0,0,0,0,head
35,0,0,0,0,0,0,head
51,0,0,0,0,0,0,head
52,0,0,0,0,0,0,head
68,0,0,0,0,0,0,head
